user_id,resourse_id
aefdc653-5147-4b0a-bda7-e0752b8629a9 ,7d49f188-d7f2-48da-879e-4c6d25d4250b
3abbdd74-facb-414d-86d8-1e4b2a22a6bc ,7d49f188-d7f2-48da-879e-4c6d25d4250b
46dcd914-4e15-475b-890d-4eb15680805b ,7d49f188-d7f2-48da-879e-4c6d25d4250b
c3fc58f4-9d9a-4c90-8808-8504718f997a,7d49f188-d7f2-48da-879e-4c6d25d4250b
